speed,direction
9.23,111.66
9.28,102.66
6.9,108.33
4.95,98.33
4.56,105.83
7.26,99.33
10.1,103.33
6.9,100.66
5.23,107.16
2.13,174.83
5.56,96.16
8.75,96.5
13.03,102.66
11.6,104.16
14.98,100.66
16.38,104
16.6,100
15.75,106.66
15.41,109.66
15,104.16
10.91,95.16
12.2,99.66
11.88,107.5
15.230983,100
18.5,102
18.5,99.5
17.58,91.66
22.65,90.33
23.73,92
13.818784,87.16
13.818784,80
4.75902,83.66
4.86,110.66
4.86,221.33
3.98,263.33
12.902134,110.964209
13.418357,99
21.117618,99
19.56,99.66
19.56,97.33
20.68,88
13.818784,90.5
13.818784,85.66
15.230983,95
18.23,93.5
18.23,98.66
16.7,96.83
18.83,102
19.78,100.5
16.71,95
14.18,93
17.75,97.66
16.25,92.33
20.15,99.83
19.16,96.16
3.519417,226.857253
3.6,216.66
3.6,216.66
2.7,188.66
15.230983,106.33
14.45,91.16
14.45,85.5
10.36,66.16
15.31,98.5
18.25,99.66
14.08,97.66
15.15,103.33
15.73,102
16.45,102.5
15.93,97
14.93,92.16
14.91,85.66
13.31,99.5
11.06,92.66
6.55,95.33
4.85,80.83
6.86,88.5
7.43,93.16
10.23,94.83
11.05,104.5
9.03,87.33
9.56,103.5
12.65,101.5
14.21,105.66
15.86,106
15.2,105.33
15.13,108.83
13.78,105.16
14.16,100.16
14.1,105.16
12.5,106.5
13.53,109.83
12.76,109.5
12.05,97.83
10.76,103.5
10.36,95.83
13.18,99.16
10.070135,102.5
7.25,92
7.25,81.66
7.76,83.83
8.5,81.5
10.75,91.83
10.7,97.33
11.55,99
14.58,92.83
14.2,95
13.31,99.16
17.73,98.16
16.55,93.5
15.46,96.33
13.95,98.5
13.28,94.83
14.96,99.33
15.73,92.66
13.56,101.83
13.23,106.83
10.78,96.16
14.91,105.5
16,98.83
18.75,94
17.81,95.33
19.86,92.66
20.41,89.16
16.45,86.5
16,92.66
19.43,94.16
16.33,98.5
16.65,100
16.76,97.5
16.4,103.66
14.63,101.33
15.26,101.5
16.8,105.5
18.18,96.66
15.51,95.5
15.3,93.66
14.18,95.5
14.78,98.33
13.2,105.83
13.2,109.33
11.51,112.33
12.93,110.5
13.68,111.33
12.1,108.16
13.5,111.16
11.3,104.83
14.01,104
11.1,99.5
10.06,98.66
10.35,99.83
7.58,101.66
7.55,104.66
7.65,95.66
8.51,98.16
7.36,92
10.48,98.5
8.15,97
9,96.16
9.23,103.16
9.83,101
11.2,100.33
9.18,106.83
10.6,104.66
8.7,115.16
6.51,114.66
7.5,102.33
6.48,117.66
6.11,125.83
3.2,136.66
3.58,137.83
2.18,157.83
3.33,112.16
4.31,89.5
6.33,92
5.5,93.66
2.05,124.83
1.71,178.89211
1.61,178.89211
3.13,113.298412
3.61,61.16
2.56,61.16
3.25,77
4.38,103.5
6.85,104.66
8.63,119.66
7.7,124.83
7.11,125.33
4.26,144.66
2.38,155
2.26,187
5.16,123.5
6.1,109.83
4.2,97.5
2.7,98.33
4.68,100.5
5.96,98.16
7.33,90
5.86,99.5
9.4,105.5
9.66,94
8.86,89.83
5.66,74
5.13,68.5
6.33,84.16
7.7,88.16
6.31,93.33
5.1,101.16
7.58,112.5
10.36,106.33
9.8,129
5.96,149.5
4.35,154.66
2.9,212.16
3.25,187.5
3.31,143.83
6.83,119.5
6.9,103.33
6.9,104.66
8.21,104.66
9.93,96.33
6.23,171.527549
2.53,168.83
2.25,168.83
2.35,71.5
4.98,124
5.75,98.5
3.31,106.5
6.28,105.5
8.21,105.16
8.5,108.16
11.6,106.5
13.18,110.66
14.26,114.83
14.38,111.5
12.7,104.83
10.83,107
11.03,111.16
11.13,105.5
9.35,103.16
5.5,89.66
1.85,173.33
4.35,94.66
4.18,97.33
4.88,88.83
3.56,92.83
3.36,120.33
1.71,171.527549
1.05,199.16
1.03,199.16
3.16,119.16
0.86,178.89211
0.43,178.89211
1.06,122.253569
2.38,86.16
4.16,86.16
6.31,99.66
6.08,103.16
6.66,99.83
5.75,102.5
5.25,106.16
2.51,196.5
2.16,129.66
1.93,142.66
1.11,134.16
4.75902,108.16
4.53,99.83
4.53,74.33
2.65,187
4.76,171.527549
4.43,189.83
1.9,189.83
2.38,234.83
2.83,261.33
2.21,279
1.81,262.5
1.88,247.66
0.78,178.89211
1.66,178.89211
2.13,232.066616
2.98,254.5
3.7,254.5
4.9,255.33
5.26,255.16
5.51,258.33
3.86,253.5
3.28,249.33
2.13,270.83
3.4,291.5
2.71,298.83
2.03,309.83
2.01,312.83
3.48,289.33
2.78,211
4.13,287.5
4.53,232.066616
5.56,219.33
4.41,219.33
2.98,175.16
4.48,178.89211
6.23,178.89211
3.51,178.89211
3.11,178.89211
1.68,232.066616
1.78,252
3.11,252
3.33,287.16
4.48,314.83
5.16,270.16
4.36,297.33
5.38,318.83
3.93,122.253569
3.31,79
2.21,79
2.05,110.83
0.88,142
1.4,128.16
3.01,125.16
1.88,200.33
2.83,289.16
4.56,309.83
4.66,171.527549
4.51,171.83
1.65,171.83
2.1,125.5
1.93,118.16
2,144
2.55,182.5
4.73,129.16
6.21,114.16
5.9,130.5
7.2,128.33
4.48,143.16
2.83,176.83
1.73,219.5
1.76,217.33
2.98,321
2.35,124.815387
3.93,92
8.71,92
9.21,95.33
9.36,101.33
9.18,100.83
7.55,100.66
6.06,94.83
8.53,101.33
12.21,103.66
12.65,103.66
14.96,105.5
16.03,104.33
13.8,101
13.51,99.66
14.63,108.16
15.8,110.33
15,111.66
13.88,109
13.55,108.16
13.95,108
14.55,104.5
13.56,103.66
15.31,104
17.13,103.66
18.13,103.66
17.6,103.5
17.5,101.66
16.9,105
16.76,102.83
16.35,103.83
17.68,104.16
19.53,102.83
20.55,100.5
19.46,102.16
17.2,104.33
16.25,103
16.45,102.66
15.28,104.66
15.63,104.5
16.83,103
16.98,105
16.23,104.83
15.8,104.16
14.5,101.66
12.23,97.66
14.2,103
16.28,103
18.33,105.5
20.03,106.66
20.96,102.83
19.55,104.66
16.63,99.83
15.96,96.33
17.81,106.5
20.7,104.83
19.03,101.66
17.71,99.83
17.91,102
17.85,102
16.56,102.33
16.41,104.16
14.68,103.5
11.25,109.83
9.91,110.83
10.56,105.33
10.21,117.5
10.28,116
7.98,122.66
6.13,130.66
6.55,107.5
5.03,116.5
6.78,94.66
7.45,99.33
6.83,88.66
6.05,72.33
1.91,147.66
1.25,142
1.25,188.16
1.7,243.33
3.01,122.253569
3.6,96.5
3.73,96.5
4.03,84
4.55,108
9.21,101.83
9.11,99.5
11.13,107.66
11.41,108.5
13,114.33
12.6,115.83
12.3,114.66
10.68,113.16
10.1,116.16
8.45,102.5
6.35,87.33
8.76,102
8.95,104.5
6.21,95
8.53,99.66
9.98,99.83
11.61,101.16
13.03,98.16
10.61,95.83
13.35,101.16
14.06,104.5
16.15,106
15.25,106.66
14.36,103
13.41,98.83
17.55,106.16
17.51,104.5
16.76,104.16
15.38,104.66
15.06,108
14.95,116
13.36,116.83
12.83,109.66
12.41,119.5
12.5,110.5
12.16,98
16.33,101
18.1,101.5
21,101.66
21.08,99.83
19.78,100.33
19.9,102.66
20.1,100.83
20.15,102
19.58,101.33
16.53,104.5
19.6,104
19,103.33
18.78,106.83
18.91,106.5
19.56,104.66
20.23,101.83
18.71,95.16
17.91,102.5
16.56,105.16
16.46,107.83
15.15,110
14.33,110.33
13.18,105.83
8.4,96.5
9.93,93
14.93,99
10.81,85
9.58,91.5
14.46,93.16
13.46,84.83
14.58,96.5
15.73,100.83
16.78,96
16.35,96.16
20.83,98.5
22.06,100.83
22.7,95.33
21.2,94.33
18.06,91.16
18.51,94.5
18.05,100.16
16.35,102.66
15.06,100.83
16.15,98.33
14.5,101.66
13.55,98.33
13.83,96.83
15.83,95.83
19.13,95.66
19.96,94.16
18.36,98.66
10.070135,89.33
8.26,75.5
8.26,93.33
12.3,89.66
12.68,92.83
14.21,91.33
15.65,93.33
15.78,91.66
13.9,88.83
12.4,97
14.88,103.83
13.53,104.33
15.05,103
16.03,102.16
14.18,100.5
14.53,102
16.21,105.5
16.95,95
17.15,101.83
16.61,105.33
18.3,103.83
19.6,101.5
16.93,99.16
17.76,101.5
12.56,89.5
11.63,85.66
15.13,98.33
16.31,101.16
16.78,101.16
17.5,96
16.58,95.33
19.35,98.33
23.16,100.33
19.85,104.83
18.33,105.66
19.26,102.66
19.93,100.83
16.6,104.5
15.26,110.83
13.75,110.66
11.41,113
11.6,116
11.61,119.5
11.23,109.66
8.51,100.33
6.33,79.16
5.66,79.66
9,87.33
8.26,94.83
4.81,97.5
7.83,97.33
10.81,101.5
7.2,81.33
5.93,91
13.818784,99.83
13.818784,96.33
13.818784,97.16
13.818784,96.5
15.230983,104
17.08,101.66
17.08,106.33
15.93,100.5
13.18,102.5
11.73,112.66
10.11,115.33
9.73,111.16
11.16,105.5
10.96,99
11.85,92.83
16.3,102.16
17.71,105
17.9,103.83
18.51,104
19.11,103.33
18.58,102
17.73,102.5
15.16,96.83
13.13,96.83
14.11,100.5
13.35,101.66
14.75,102
16.55,104.66
15.93,107.16
15.06,108.83
14.26,114.16
15.01,113
14.11,111.16
12.6,111
11.35,111.66
10,108.83
9.83,108.83
10.6,106
11.78,104
9.35,101.16
9.1,98
8.78,98
9.98,92.66
10.65,97.16
12.55,98.16
12.73,99.5
9.65,98.83
6.35,89.5
6.18,85.33
8.15,102
10.31,90.83
11.91,97.16
14.5,99.83
13.91,99
13.21,108.5
9.63,117.83
9.85,121.5
10.7,122
6.7,132.83
6.28,121.5
5.15,116
2.78,89
4,92.16
8.68,105.16
9.16,98.83
12.38,97.33
15.28,104.33
12.75,99.83
12.5,96.5
12.05,97.83
16.78,105.5
15.55,97.5
15.85,101.16
15.61,94
19.13,93.16
16.41,71
18.91,95
23.35,100
24.36,102.16
22.73,98.66
21.03,98.16
18.85,99.5
17.81,101.83
14.16,107
14.91,106.5
13.35,90.16
11.56,78.66
8.71,72.66
9.73,74
4.76,121.33
3.08,194.33
7.4,89.33
10.43,85.33
12.95,97.16
13.88,100.5
13.7,89.16
17.15,87.83
20.31,90.33
21.81,98.33
21.63,102.16
20.65,105.33
22.01,108
22.06,106.83
19.21,102.66
17.43,103.5
15.11,107.66
13.55,109.83
12.93,111.5
12.38,105.66
13.06,109
9.91,98.16
10.23,100.66
7.45,91.83
7.01,95.66
9.45,100.5
8.41,92.83
7.41,93.5
6.56,80.66
6.08,83.66
4.51,80.33
13.818784,89.5
13.818784,74.83
15.230983,90.16
13.6,104.16
13.6,104.33
14.36,110.33
13.53,108.83
11.93,116.83
9.88,122.5
8.38,113
7.83,115.5
8.3,115.16
6.9,120.16
6.51,117.5
7.36,107.5
8.71,112.5
9.38,111.5
7.05,109.83
6.91,104.33
6.03,106
4.71,111.33
5.18,112.5
5.5,122
6.18,111.83
9.01,103.5
7.71,99.5
7.76,105.33
7.38,115
7.48,117
8.73,118.83
9.88,121.66
9.7,124
10.13,118.83
8.53,131.83
4.56,163.5
5.56,141.83
6.53,126.5
6.03,115.16
6.86,108.83
6.56,97.33
7.08,111.16
7.03,94.66
5.75,88
5.83,85.16
5.28,93.5
7.91,92.5
8.85,90
7.45,89.5
9.01,92.5
11.58,102.16
11.45,107.66
11.38,105.5
8.95,97
12.2,105.16
11.66,109
11.48,116
10.26,120.5
8.7,125.33
5.53,139.5
3.6,141.83
4.31,148.83
3.08,177.83
1.78,146.16
2.88,186.66
2.66,76.16
4.05,90.5
8.18,103.5
8.7,99.16
6.46,91.33
5.41,105.5
5.43,105.16
4.28,106.16
4.58,95.33
6.03,102.16
6.98,94.66
8.35,99.16
8.31,107
8.68,107.33
8.25,111.5
8,111.83
7.86,111.5
5.86,121.83
6.61,118.16
5.6,111.33
2.95,144.5
1.45,244.5
4.58,133.66
9.51,106.33
7.66,102.83
9.88,104.16
7.73,98.83
3.38,74.5
5.38,91.83
5.96,84.66
3.7,78.16
7.76,97.83
10.58,99.33
11.83,102
12.98,99.66
13.7,107.66
11.76,109.83
10.41,105
10.86,116.5
12.45,108.5
11.68,109.83
11.23,115.33
11.03,115.66
10.33,120.83
9.26,112.66
8.81,113
9.65,115.5
10.88,112.83
12.06,104.33
11.7,103.16
12.95,103.83
13.71,108.5
14.96,106.33
14.5,101.5
15.88,94.66
15.96,93.5
14.9,102.66
13.66,107.5
12.6,104.16
11.96,110.5
14.01,106
16.31,96.5
16.33,100
16.55,102.33
16.35,105.33
15.5,103.16
16.35,104
15.76,105
14.56,106.16
14.05,104.83
12.61,98.5
12.56,92
16.51,94.5
18.7,91.33
4.75902,86.33
1.88,136.83
1.88,147.66
5.51,81.66
5.85,90.83
7.96,93.5
10.070135,75
10.4,95.16
10.4,92.66
13.9,94.5
14.43,96.33
13.81,103.5
13.91,108.16
13.2,108.5
11.5,117.33
11.46,122
9.63,129.33
9.58,119.66
9.86,114.16
9.11,121
10.48,121.66
6.83,95
5.91,96.16
6.98,86
10.46,91.16
11.2,88.33
10.75,77.33
6.3,70.16
9.83,86.83
13.88,93
11.01,85
8.03,69.33
12.917384,69.16
13.5,96.66
13.5,110.33
15.5,102.83
14.23,108.33
12.8,105.16
11.5,112.33
11,116
10.06,126.66
9.75,121.33
9.95,119.33
10.75,117.16
10.95,108.83
12.53,105.66
4.75902,93.5
5.68,102
5.68,71.16
3.6,90.66
1.83,150
3.48,101
2.46,132
7.16,96.66
8.58,103.16
10.11,102.66
8.98,102.66
8.05,116
10.45,110.33
12.3,105.5
10.88,103.83
11.95,113.66
9.7,121.83
10.55,112
13.95,109.16
11.55,100.16
7.25,99.33
7.3,97.33
5.53,94
5.6,101
9.73,107.16
12.56,103.16
9.41,97
10.45,98.33
9.5,97.16
7.18,87.66
6.9,86.33
4.48,73.33
3.06,75
7.35,83.83
8.93,86.5
9.33,94.5
11.03,97
10.8,99.16
13.01,106
12.46,103.33
12.53,100.33
11.83,103.66
13.78,104
13.3,100.16
10.070135,91.66
9.31,83.5
9.31,99.66
13.06,95.83
12.56,89.5
10.63,87.16
4.75902,97.33
2.15,83.5
2.15,45
1.85,56.33
4.96,91.5
3.91,71
6.43,92.16
11.3,102.5
11.16,103.16
11.53,100.83
11.61,104.83
11.75,107.5
11.41,111.5
11.53,113.16
10.73,114.83
9.88,115.16
8.78,129
8.76,111.5
8.28,109.16
7.53,101.66
5.41,98.16
3.96,87.33
5.91,85.5
7.76,89.16
8.9,95.83
7.21,93
3.96,77.33
0.88,146.33
0.9,156.33
3.15,106.66
5.6,89
4.65,64.33
3.9,69
6.31,96.5
6.81,106.66
6.86,104.5
8.1,116.16
8,127.5
6.88,130.5
5.63,117.33
3.01,156.66
2.41,146.83
1.51,179.33
2.98,266.5
2.78,233.5
2.01,149.33
5.3,80.83
7.96,103.83
4.3,93.16
2.23,117.16
2.26,178.89211
1.51,178.89211
1.91,122.253569
2.71,101.5
1.51,101.5
0.78,174.33
1.65,112.33
2.13,84.5
5.26,102.66
7.4,115.16
8.05,125
7.91,118
8.41,96.5
6.71,114
6.1,115.66
3.05,84.66
1.81,178.89211
1.9,178.89211
2.96,113.298412
4.63,68.83
3.05,68.83
4.36,82
9.28,107.16
9.83,104.33
6.9,91.5
4.43,147.5
1.65,178.89211
1.13,178.89211
4.21,112.757528
8.2,96.33
6.13,96.33
3.23,61.83
4.46,93.5
8.58,108.66
11.23,119.16
7.8,129.66
5.75,146.66
3.56,193
2.7,243.33
1.98,233
1.53,198
2.88,121.33
7.76,109.33
5.38,101.66
10.2,100.66
9.83,92.5
6.16,90.66
4.05,91.83
2.65,101.5
6.51,96.33
5.18,154
2.71,200.33
6.55,108.003147
8.45,97.66
9.11,97.66
9.51,103.5
6.9,112.33
9.28,105.16
12.11,102.33
11.6,106.16
12.18,111
11.63,110
10.66,113.83
9.9,113.83
12.48,107.83
11.78,109.66
10.65,107.83
12.3,112.66
12.23,108.5
9.8,107.66
7.2,115
3.08,92.33
3.41,132.33
3.51,88.83
4.31,111.83
3.86,135.83
1,224
1.48,316.16
1.8,122.253569
0.93,110.5
3.61,110.5
3.71,106.83
4.63,101.66
4.75,118.16
5.15,120
5.05,116
4.35,111
3.88,120.33
3.06,130.5
3.43,105
2.95,84.5
3.88,91.5
6.35,90.16
5.1,91.16
2.88,86.5
2.18,128.66
2.68,71
3.11,69.66
3.63,171.527549
2.01,173.33
1.91,173.33
4.75,92
10.070135,99
11.03,106.33
11.03,111.83
10.5,111.66
8.58,117.33
6.66,121.33
5.7,120.66
3.65,151.33
3.3,160.5
3.5,156.16
4.4,139
5.26,123.33
3.25,96.83
4.46,79.16
2.78,65.83
4,109.66
4.98,81.83
1.98,60
1.28,82.66
1.38,144.5
1.23,125.5
2.21,90.33
0.56,166.16
1.08,209.33
2.43,199.66
3.61,101.33
2.61,203.16
4.96,138.33
2.98,186.5
3.45,149.5
10.070135,120.33
9.4,109.66
9.4,100.16
5.86,112.83
3.53,120.5
4.48,120.83
9.03,102.66
10.9,102.83
7.81,103.33
6.35,92.83
9.83,106.33
10.38,107.5
5.25,76.83
2.81,149.66
3.83,84.83
9.03,107.83
10.73,104
10.38,105.66
10.26,104.5
6.71,93
7.08,109
9.41,102.33
10.73,107.83
13.26,113.5
15.13,107.66
15.11,108
15.38,106.16
12.7,107.5
11.35,108.16
12.6,101.66
13.1,99.5
12.8,99.83
12.85,93.66
13.43,93.33
10.43,96.16
7.45,98.83
6.76,98.16
10.58,105.5
12.75,103.66
12.36,102.83
12.45,92.33
10.58,98.5
12.71,102.5
13.08,106.5
14.56,102.66
12.56,105.16
12.41,104.33
11.4,107
11.78,110
11.28,116.66
7.68,125.16
6.93,128.83
6.8,112.5
6.53,104.83
7.91,111.16
6.93,103.16
4.68,94.33
7.35,97
10.43,84.33
8.16,74.16
6.6,129.8516
2.83,164
3.13,164
4.35,82.16
9.15,104.16
10.48,100.83
11.06,102.83
9.63,102.5
9.33,100.83
7.5,102.16
8.45,103
7.48,109.16
7.73,111.16
7.88,105
6.01,110.66
5.48,111.5
5.6,108.5
4.6,92.5
4.9,92.33
9.06,102.66
7.66,92.16
4.65,91.33
5.83,84.16
1.25,189.5
1.26,254
1.93,281.83
2.3,178.89211
2.71,178.89211
2.45,122.713346
3.03,90.5
4.75902,90.5
6.33,91.16
6.33,97.66
7.38,102.16
7.43,108
8.15,122.83
6.63,133.5
2.16,204.66
2.13,217.83
1.35,182.83
2.16,122.253569
3.7,133
5,133
3.56,142.5
6.5,107.33
5.63,101.16
5.45,111.5
5.65,108.33
5.38,104.66
3.88,98.83
4.91,104.16
7.66,98.16
7.7,102.66
7.9,103.33
6.11,93.83
2.4,86.5
6.1,114.5
4.68,131
3.03,192.83
3,211.16
2.55,241
1.81,206.5
2.48,255.16
2.5,265
2.2,274.5
1.68,241.16
1.48,197.5
4.91,114.66
5.1,102.5
4.43,92.16
4.33,92.5
2.13,127
1.48,232.066616
2.16,279.83
1.23,279.83
0.71,256
1.31,268.5
1.63,163.33
3.03,232.066616
3.11,256.33
2.75,256.33
2.98,246.5
3.5,255.33
2.76,254.16
3.16,254
2.86,251.5
2.25,238.33
2.1,217.83
1.86,246.66
2.15,255.16
3.2,273.83
3.18,279
2.71,278.5
2.03,256.66
3.16,270.66
3.6,270.5
4.53,274.66
4.48,273.5
4.63,272.83
4.6,256.16
3.58,252.5
4.76,301.16
3.58,289
2.16,278.33
1.88,256
3.03,263
3.05,259.66
3.81,253.66
3.48,264
4.85,274.33
3.96,259.5
3.06,253.33
3.83,261.16
4.05,279.33
4.91,291.5
5.26,304.83
4.5,323.16
4.03,319.16
4.58,328.16
5.16,322.33
5.4,324
5.46,317.66
4.73,327
3.11,336.66
2.66,122.253569
2.43,101.16
2.45,101.16
1.4,205.5
2.35,103
4.33,107
4.2,158.33
2.78,264
2.2,214.83
3.46,297
4.11,274
3.55,293.5
4.06,303.83
3.95,313.66
4.41,307.16
6,295.66
4.91,303.5
4.08,299.66
3.66,275.16
2.35,219
1.18,282.591513
1.85,286.16
4.8,286.16
3.36,342.33
1.36,122.253569
1.98,125.33
2.08,125.33
3.01,89.16
1.45,196.83
1.45,202.16
2.55,178.89211
1.28,178.89211
2.15,232.066616
2.26,264.16
2.86,264.16
2.71,274.5
3.78,254.66
3.36,269.16
1.98,281.33
0.63,236.83
1.63,160.33
2.1,122.33
2.13,178.89211
1.85,178.89211
1.23,122.253569
1.1,118.83
1.85,118.83
2.68,98
5.41,100.5
6.25,95.83
7,97.33
7.6,99.16
4.55,87.66
4.68,106.16
6.26,107.66
5.03,110.16
3.83,171.527549
3.01,191.5
1.83,191.5
5.46,119
4.31,97.66
5.15,105.33
6.46,116.33
8.03,99
7.56,86
8.38,86
7.31,87.5
5.18,70.33
3.21,126
8.41,102.66
11.5,100.5
12.73,101.16
13.15,95.83
14.21,100.16
15.8,103.16
14.85,102.16
13.51,98.5
13.06,103.33
13.66,105
10.28,109.66
10.16,119.66
10.56,116.66
10.15,122.83
8.5,128.83
6.43,130.5
3.25,85.66
2.35,83.33
3.96,95.16
7.63,102.83
9.61,98
5.11,103.33
2.16,100.5
3.8,166
3.73,118.16
5.75,75
10.18,91.66
8.56,83.16
8.01,78.66
11.91,86.5
13.38,99.16
14.26,101.16
11.36,116.66
8.96,120.5
8.9,127.66
7.63,127.33
11.01,121.83
9.13,108
6.88,115.33
15.230983,95.16
12.7,103.5
12.7,100.16
10.78,104.5
10.51,92.33
6.13,118.83
3.25,178.89211
3.06,178.89211
3.03,122.253569
4.08,102.5
5.06,102.5
8.33,83.5
7.56,90.66
6.4,53.33
15.135456,108.858537
16.61,106
16.61,106
15.56,105.83
12.91,110.16
14.73,106
13.51,108.33
10,121.5
9.08,130.33
8.06,132.83
7.46,127.66
7.23,120.5
6.4,123.16
3.9,107.16
8.71,99.5
12.45,105.5
12.48,106.33
11.05,105.83
8.73,109.5
6.76,110.5
8.56,106.83
8.96,105.5
7.73,92
3.88,117.5
15.230983,96.66
13.33,107.83
13.33,109.33
12.8,110
13.31,110.66
12.38,112.16
12.2,114.33
13.53,107.33
10.41,109.5
9.03,113
9.05,119.5
8.76,112.16
6.93,114
7.23,110.33
9.3,106.83
10.86,104.33
8.28,87
5.4,61
4.78,178.89211
1.1,178.89211
1.76,122.253569
2.23,107.83
2.23,107.83
1.98,80.66
3.53,68.83
6.66,101.83
9.31,100.5
11.56,103
10.3,112.33
9.25,121.5
8,125.33
7.15,115.16
6.11,119
4.51,125.66
3.56,120.5
4.93,115.5
7.26,106.33
9.68,104.16
11.51,106
13.01,101.83
13.26,101.83
16.68,102
15.81,103
14.3,105.16
15.28,105.16
15.05,104.83
13.63,103.33
17.05,100
18.5,99.16
19.98,100.66
20.86,99.16
18.6,97.16
18.18,97.16
14.83,106.33
12.58,114.33
11.33,114.83
10.01,116.83
10.4,108.33
11.05,113.33
11.88,113.16
12.45,114.16
12.18,96.33
10.35,80.5
8.68,70.16
15.230983,92.5
13.55,94
13.55,81
18.5,85
17.83,90.66
19.21,89
17.63,92.16
16.38,90.5
16.96,93.66
21.05,95.33
22.81,99.33
20.78,101.33
21.26,102.33
18.35,105.5
19.01,100.16
16.8,100.66
16.06,105
15.26,106.16
15.46,103.16
13.45,107.5
15.53,100
11.3,81.33
6.477532,64.66
13.818784,97.83
10.070135,99.83
7.78,107.66
7.78,107.5
8.66,95
5.11,83.33
3.55,109.5
8.13,96
12.98,106
13.15,96.5
15.23,102
15.76,106
13.68,108.83
13.11,109.16
12.88,108.33
11.65,115.16
7.6,143.33
8.63,127.33
8.98,114.33
7.3,100
4.18,103.16
1.46,178.89211
2.08,178.89211
0.95,178.89211
1.56,178.89211
2.38,282.591513
3.13,322.33
3.26,322.33
3.46,321.5
2.55,122.253569
0.46,140.16
1.43,140.16
2.63,236.66
1.91,215.16
1.38,197.33
3.76,111.5
5.96,101
6.65,103
5.66,112
5.28,119
4.46,169.66
2.23,282.591513
5.38,302.16
6.33,302.16
3.78,244
5.63,232.066616
2.23,281.66
0.83,281.66
1.81,171.16
2.4,81
3.66,97
2.71,153.83
3.21,251.5
2.76,122.253569
3.46,131.5
2.21,131.5
3.46,92.5
4.81,101.16
6.33,100.16
5.11,95.5
4.61,101.83
6.3,104.33
8.86,115.33
3.34135,119.33
1.7,191.83
1.7,240.66
1.56,214
1.48,223.16
1.85,275.83
1.43,178.89211
1.91,178.89211
2.81,178.89211
1.28,178.89211
0.83,122.253569
4.56,93.66
5.01,93.66
4.41,83
2.15,90.66
1.03,79.16
1.88,92.83
1.46,74.33
3.71,103.16
3.98,104.33
4.73,107.33
4.58,109.5
4.7,232.066616
3.08,253.83
1.73,253.83
2.93,260
2.43,265.66
1.85,282.83
1.63,265
1.26,255.66
1.75,122.253569
3.21,89.16
3.55,89.16
4.41,89.33
5.13,93.83
1.88,90.16
2.53,97.16
3.31,80.33
4.4,85.5
7.21,101.66
8.13,99.83
9.75,102.83
12.48,100.16
11.78,104.83
14.05,108.66
13.8,110.5
11.58,110.83
10.26,117.66
8.95,120.33
9.83,122.66
8.35,103
4.35,88.66
2.68,73.66
3.21,84.83
15.230983,94.66
13.5,92.5
13.5,99.33
15.8,93.66
3.995097,166.734476
2.68,172.840726
2.68,178.89211
1.8,178.89211
2.56,124.815387
3.76,98.16
7.25,98.16
11.95,99.33
13.7,101.83
16.11,101.5
18.63,104.66
15.15,104.83
17.55,100.66
13.81,108.66
13.65,112.33
13.53,109.5
13.68,101
13.43,102
15.7,101.16
16.3,102.83
13.56,100.33
11.76,105.16
12.43,103.33
14.93,102
16.43,99.5
14.93,93
13.78,98.66
13.18,103.66
14.73,99.83
15.4,107.66
15.7,98
16.85,96.83
12.01,85.33
15.51,91.5
19.33,91.5
18.3,96.16
17.16,90.83
16.15,98.5
15.83,100.66
14.16,104.16
14.56,97.33
14.33,99.16
15.8,95.16
14.85,93.66
13.46,97
10.31,85
14.48,92.5
15.01,93.16
14.15,98.5
15.35,102.66
4.75902,104.66
5.6,75
5.6,88.16
6.73,76.33
15.230983,99.16
12.98,100.33
12.98,106.33
16.11,101.83
16.71,95.5
15.6,97.66
14.96,99.33
11.63,109.83
9.88,110.33
9.6,114.5
10.5,114.5
11,112.33
11.26,109
11.93,105.5
12.93,104
15.36,100.33
15.85,100.33
14.85,98.16
12.2,98.16
11.36,92.5
9.28,92
11.53,98.5
11.83,94.16
9.53,90.33
12.46,97.66
13.35,93
14.51,92.83
16.01,97.5
18.96,96.16
20.05,92.33
16.98,97.33
14.86,104.16
14.21,109.5
14.21,108.83
14.6,109.5
13.13,100.66
11.2,110.5
10.8,108.33
9.41,112.83
10.71,102.5
12.8,100.66
13.73,96
14.85,93.5
11.41,99.33
11.91,103.66
11.76,103
10.9,103.33
11.58,106
11.38,107
12.11,102.33
14.25,105.5
11.76,105.83
8.88,109
9.81,117.33
11.93,110.83
11.46,113.33
9.66,111.5
9.08,115.66
8.91,119
6.16,119.83
5.01,127.66
7.06,115.16
7.15,111.5
8.06,115.5
7.45,104.16
10.3,95
12.58,98.33
7.48,81.5
8.48,104.33
9.38,104.66
10.86,100.83
10.11,103.66
9.55,93
12.33,100.66
12.6,103
8.53,84.5
7.1,89.16
8.61,105.66
9.81,111.16
9.46,117.33
9.43,124
10.1,127.66
7.43,139
6.63,139
9.26,127.16
8.01,125
9.93,119.5
9.25,109.16
12.23,106.33
8.53,93.83
5.18,68.33
2.08,144.83
1.91,231
2.86,297.66
2.08,203.33
1.53,104.5
2.18,100.33
5.21,89
15.230983,100.33
15.86,101.83
15.86,104.33
15.11,101.16
15.16,107.16
14.75,102.83
13.65,103.5
15.2,107.5
14.26,102.16
13.9,99
14.48,103.5
15.43,99.16
14.75,100
14.36,101.5
13.18,100.16
14.31,101.16
15.8,98.66
13.43,102.16
10.53,104.5
10.15,106.83
9.86,110.83
8.23,112
9.53,101.5
