speed,direction
12.06,102.16
10.98,98.66
13.76,100
15.38,101.83
16.93,92
15.08,98.66
13.65,97
13.51,100.83
14.23,98.16
14.91,102
14.85,105.5
13.61,107.33
10.8,96.5
10.58,103.33
13.13,102.33
12.18,102
10.81,101
11.96,102.66
10.08,99.16
12.71,100.83
12.3,106
10.35,103.33
12.06,104.33
8.2,91.5
10.38,90.83
15.230983,93.83
16.53,104.33
16.53,99.83
17.65,101.66
16.06,100.16
15.71,94.33
13.96,92.33
15.31,99.5
13.36,100.33
14.1,107
13.21,102.66
12.7,96.83
11.4,100
12.35,102.66
13.36,101.5
15.33,104
4.75902,101
4.05,108.16
4.05,86
4.05,76.16
15.230983,98.66
13.06,96
13.06,100.66
14.6,94.5
13.6,91.83
12.8,93.33
15.58,96.83
14.2,102.66
15.15,103.33
13.48,104.16
14.1,104.16
12.11,111.66
12.7,111.5
12.66,116.33
12.96,113
16.41,107.5
10.070135,101.5
11.4,98.33
11.4,92
15.83,101
15.18,100.16
15.85,89.16
14.25,86.33
14.98,83.5
16.45,91.33
17.56,93.66
17.38,97
17.75,94.16
18.73,94.83
18.76,99.33
20.33,95.16
16.98,91.83
14.58,97.33
16.13,102.5
15.46,103.33
15.68,103.5
11.91,96.66
13,104.33
12.91,111.5
12.51,105.83
13.13,108
12.7,110
15.03,104.83
15.01,105.83
16.46,103
14.4,91.66
10.5,93.83
11.45,98
12.05,93.33
12.61,96.83
11.78,93.66
12.7,93.5
12.4,94.5
16.01,101.83
14.8,94.66
14.8,96.33
14.11,103
13.73,108.33
13.2,110.66
12.51,118.16
11.05,105.16
11.23,95.33
11.76,93.16
11.26,102.16
13.2,103.66
13.63,100.16
15.13,99
15.81,98.66
14.36,94.66
14.9,94.66
13.78,98.33
15.51,95.16
17.33,94.83
17.56,91.66
15.13,88.16
9.9,87
9.26,90.33
10.36,95.66
12.95,102
13.83,100.16
14.33,97.33
16.73,98.33
16.13,98.83
14.51,106.33
16.06,99.16
15.06,101
13.08,100.83
13.66,97.33
13.81,91.16
11.6,95
11.01,97.5
12.61,96
13,97.66
14.61,95.66
14.46,92.33
16.83,90.83
16.83,90.66
17.26,92.16
18.68,90
18.31,89.83
18.31,93.66
16.9,99
16.8,101.83
13.11,100.33
9.61,111.33
8.81,104.33
8.3,118
9.7,114.66
7.7,109.66
8.63,111.83
7.16,112.5
9.2,109.33
8.68,103.33
9.8,99.66
9.95,95.16
10.33,92.83
9.85,93.5
9.18,94
8.81,106.83
8.5,105
8,99
10.6,100
11.8,97.5
14.71,97.16
16.88,95.16
20.35,98.16
21.91,98.5
21.55,100.16
19.56,100
17.75,99.83
17.23,103.33
14.45,102.66
12.95,97.33
13.3,102.83
13,104.33
12.98,102
12.96,100.33
12.7,105.83
12.56,104.16
14.21,106.16
14.05,103.66
15.36,101
15.85,101
12.7,101.83
11.53,103.5
10.81,99.66
11.31,100.66
10.68,98.83
12.03,96
12.26,96.83
11.96,102.5
11.78,110.5
15.43,104.83
11.98,104.5
12.98,103.5
15.26,92.66
17.43,94.16
18.86,101.16
17.01,104.83
13.78,102.33
16.16,99
18.38,92.16
19.11,94.33
20.15,92.16
15.230983,95
16.73,85.83
16.73,85.5
13.75,99
14.9,93.83
16.58,99.16
14.16,97.5
14.8,99.83
14.61,95.33
13.4,69.33
15.230983,86.66
16.45,97.66
16.45,99.5
15.33,101.83
16.21,97.66
16.08,95.83
19.9,99.5
19.71,105
21.41,98.5
23.76,99.5
21.117618,97.16
19.56,101.5
19.56,101
22.81,101
22.48,95.83
17.88,88.16
21.56,94.83
21.48,98.66
21.117618,97.83
24.66,94
24.66,98.83
24.81,100.33
26.85,99.5
25.66,100.5
25.98,103.33
26.16,102.16
25.31,102.66
23.15,105.66
22.06,99.5
21.65,99.66
10.070135,102.16
11.45,103
11.45,106.16
12.18,88
10.05,74.33
10.6,75.16
21.117618,83.83
23.85,102.33
23.85,103.16
21.41,100.33
21.91,102.33
23.4,103.66
21.78,104
22.43,106.66
23.4,106
23.73,107.16
25.98,105.66
27.4,104.5
26.85,103.83
24,104.33
24.86,102.83
23.36,102.83
22,103.16
19.68,102.66
18.41,108
17.05,105
17.9,102.83
18.6,102.33
19.78,97.5
17.2,99.66
3.395472,103.5
3.332554,170.66
3.418862,270.83
4.222603,200.66
5.497651,117.662566
5.541894,72.33
6.477532,72.33
13.818784,94.33
10.070135,82
11.53,78.16
11.53,158.83
14.85,91
16.36,81.83
19.95,92.66
18.93,92.16
19.43,94.16
20.15,93.66
18.58,95.66
17.15,101.5
16.88,99.5
13.61,101.16
15.1,98
15,87.83
18.85,91.16
14.26,68.33
16.1,77.5
21.117618,139.66
19.71,84
19.71,82.5
19.2,92.5
18.81,101.83
18.03,99.66
18.83,94.5
15.98,79.83
15.25,87.66
16.83,89
17.75,89.33
19.18,99.83
17.13,96.33
16.53,94.5
14.75,100
15.85,96.16
16.38,97
14.23,95.16
16.95,96.66
18.33,87.33
18.31,95.33
21.78,94
23.33,88.5
18.93,88.5
19.91,88.83
20.6,97.83
20.63,91.33
23.38,92.5
23.98,93.83
21.88,92.5
22.26,94.16
22.25,89.66
23.71,89.33
24.01,88.66
26.41,92.33
27.83,90.83
30.38,91.33
27.9,96.5
27.41,95.16
25,92.66
23.98,95.33
24.1,90.33
23.88,88.5
24.75,89.83
24.31,90.33
24.56,83.83
25.45,90.5
24.26,93.16
26.754739,90.83
26.86,89.83
26.86,90.83
26.05,91.83
27.46,94
26.1,94
25.91,96
28.1,94.33
29.61,95.5
30.36,96
26.63,94.83
26.38,95.16
25.88,91.66
26.61,92.5
27.36,95.66
26.53,94
27.55,92.83
27.85,95.5
27.78,93.16
27.71,92.16
25.78,93.16
25.7,90.16
26.66,93
26.05,93.83
26.66,92
25.16,92.5
26.41,95.33
26.65,96.33
25.06,96.16
26.18,95
25.46,94
27.01,94.5
27.93,96.83
29.01,99
28.33,100
26.88,100.16
25.41,99.33
27.41,99.5
15.230983,94.66
16.98,97.5
16.98,104
18.48,104.5
20.5,101.66
21.96,98.16
17.88,97.5
22.28,101
22.56,100.33
23.63,100
23.01,98
20.18,98.5
21.66,98.5
18.75,94.66
18.25,101.33
21.86,103
21.63,102.16
23.03,101.5
22.73,102.33
24.05,104
24.5,101.5
24.08,103.5
21.96,103.66
19.96,103.66
18.11,101
17.45,98.33
16.23,96.16
19.2,95
18.08,96.66
20.13,99.33
22.91,101.5
22.63,101.5
22.8,99.66
24.28,97.66
24.63,100.16
24.76,102.83
24.56,103.16
22.5,101
23.36,99.33
21.78,100
21.18,100
22.1,101.5
22.43,103.33
22.7,103.83
23.65,105
22.33,105
21.7,105.83
19.48,104.16
18.78,106.66
16.15,105.66
14.58,110.33
17.1,99.33
20.83,100.83
24.35,99
24.3,99.5
24.05,99.33
21.88,97.5
22.41,99.16
23.31,100.5
23.36,99.83
22.26,101.5
23.1,104
21.78,104.66
19.7,97.16
19.81,98.33
19.01,101.33
18.66,97.66
17.6,97.83
21.7,102
20.78,102.33
16.66,102
12.85,101.16
12.56,97.33
12.03,102.5
13.16,105.16
12.51,97.83
14.86,99.33
16.45,99.83
14.85,96
12.63,101.33
12.11,97.16
10.4,104.66
12.58,104
11.85,90.83
15.13,97
12.86,88.66
21.117618,83.16
20.13,98.66
20.13,96.83
16.88,90.5
16.86,94.83
18.08,96.66
20.35,95.5
22.13,97.33
21.91,97.16
20.61,96
21.05,96
22.1,93
22.18,96
21.95,97.16
22.61,96
25.03,95.16
25.85,99.5
27.5,100.66
26.55,100.83
26.81,97.5
25.71,98
24.7,97
24.9,99.5
26.2,100.5
25.83,99.16
26.16,100.83
26.91,100.16
27.28,100.83
26.68,99.16
27.51,98.33
27.78,96.33
25.56,99
25.95,99
25.31,99
24.33,100.66
24.9,100.33
23.8,98.66
24.38,99
25.7,97.66
25.7,97.33
26.26,97.5
24.08,101.66
24.71,99.16
25.96,100.33
23.66,101
24.4,101.5
24.86,102.33
25.96,101.33
25.01,98.66
23.88,100.16
22.7,98.83
19.31,98.5
19.26,101.66
20.33,103.66
17.15,98.5
17.71,101.16
17.61,100.16
18.5,98.66
19.45,98
18.78,96
16.9,100.5
17.91,98
18.81,100
20.63,98
21.43,100.83
23.4,97.83
22.1,97.83
22.85,100.5
20.05,98.5
15.4,97
16.91,96.5
18.38,97.83
19.33,101.33
17.43,97.16
16.46,101.66
11.98,97
13.88,100.83
14.33,98.16
14.98,100.33
13.95,103.83
15.8,104.83
15.13,102.5
15.21,101.33
13.18,107.16
11.95,102.33
10.56,113.5
7.06,126.83
4.66,133
3.98,139.83
5.85,131
7.48,116
8.86,112.83
9.08,104.33
10.48,101.33
10.06,106.66
8.86,110.66
8.45,99.66
10.75,99.33
13.3,103.16
14.45,102.83
16.3,107.83
15.83,102.33
15.78,103.33
16.93,98.66
15.28,104
14.93,104.5
13.03,106.5
11.5,114.16
13.25,114.5
10.61,126.66
11.71,127
10.86,123
10.070135,120.16
10.45,105
10.45,98.33
8.55,106.83
6.81,104.16
8.05,103
9.58,107.83
10.43,105.33
13.36,101.5
15.56,100.66
16.88,97
16.65,93.16
14.6,89.66
18.01,101.16
13.818784,81
13.818784,82.33
10.070135,96.16
10.86,97.33
10.86,92.66
12.81,107.66
12.3,112.66
13.31,116.5
15.36,114.33
14.15,105.83
3.712097,73.16
2.81,83.83
2.81,139.83
2.2,170.83
6.28,81.16
8.1,69.16
10.070135,80.66
10.75,91.33
10.75,95.83
10.8,97
15.53,97
15.78,100.83
15.18,107.16
15.66,105.5
14.76,105.83
16.48,107.5
16.65,107
12.2,116.66
13.23,117.16
11.98,115.16
10.33,119.83
7.85,121.66
10.41,115.33
6.98,97.33
5.26,90
7.96,101.33
7.25,88.16
5.75,80.83
6.46,77.66
4.95,59.5
4.9,71.66
3.15,53.5
15.230983,85.16
15.11,95.16
15.11,91.33
16,91.5
17.78,91.16
14.7,94.66
17.51,100.66
18.46,97.5
19.63,97.16
20.01,93
21.78,90.83
20.68,94.16
20.78,97.66
18.81,97
18.05,98
18.58,97.5
21.16,99.5
23.53,100
23.53,99.66
24.23,100.33
23.93,100.66
24.55,102.16
22.6,100.33
21.98,102.5
22.48,102.83
23.55,103
22.73,103.16
22.38,100.33
21.55,103.5
21.11,108.16
22.96,106.83
21.06,104.83
20.48,103.66
16.48,107.33
16.78,111.16
16.61,106
14.25,106.16
12.61,106.33
14.65,106.83
17.96,101.33
19.53,103.5
20.45,103
20.03,103.5
19.2,105.5
17.96,108.16
18.98,108.16
20.2,108.33
20.18,106.33
18.95,106
18.13,104.66
14.71,100.83
14.18,103
13.13,104.5
12.5,101.16
10.06,97.16
7.51,92
6.83,102
8.73,119.83
8.55,118.66
7.35,129
4.46,158.66
3.26,168.66
5.15,128.33
7.76,119.5
9.31,115.5
9.98,115
11.05,111.66
14.11,102.66
13.51,100
12.25,106.16
10.11,109.5
14.86,109.83
14.6,97.16
14.01,94
17.38,100
18.25,100.83
17.93,101.66
12.88,96.5
7.83,80.5
11.58,102.33
9.38,118
10.68,117.33
13.01,118.66
12.88,121.66
11.53,116
11.18,110.5
12.35,110.5
13.31,105.5
13.81,107.33
13.15,97.66
8.8,76.66
9.8,81.66
3.995097,166.734476
3.4,172.840726
3.4,111.002864
7.15,80
10.01,80
11.88,85.66
10.43,85
15.18,93.16
17.11,101.16
16.03,104
14.9,104.33
14.73,101.83
16.16,102.33
14.88,103.16
15.21,107.16
12.91,113.83
13.75,110.5
11.05,113.5
11.78,109.83
13.31,108.83
16.56,105.66
17.08,104.83
19.15,103.5
19.95,98
18.56,99.66
13.88,101.66
12.3,102.16
16.48,105
19.06,102.66
18.58,103.83
19.08,105.16
19.25,105.16
18.58,104.83
18.48,105
18.38,105.83
18.45,105
17.13,104.83
16.5,103.5
15,107.5
15.9,108.66
15.41,113
15.3,112.83
15.05,107.66
14.78,104.16
13.75,100.16
14.31,103
15.58,96.83
12.98,99.5
10.26,89.5
9.96,102.16
8.11,76.5
5.7,59.83
7.28,71.16
5,57
3.76,60.33
7.4,79.83
15.230983,101.33
14.86,103.5
14.86,106.16
12.28,104.5
10.8,110
10.06,123
9.4,129.66
9.21,142
8.66,138.16
8.05,117
10.16,116.66
11.15,113.5
3.45049,114.33
3.628449,184.83
7.629703,181.16
10.16,86.83
10.16,81.33
11.48,92.83
12.3,93.33
14.73,97.33
14.55,90.16
13.36,86.66
13.91,85.66
16.66,91.5
15.230983,79.33
14.23,97.33
14.23,103.16
19.31,105.33
19.38,107
17.11,102.33
15.135456,108.858537
12.81,108.33
12.81,108.33
13.55,105.16
13.23,109.66
12.21,115.33
13.01,111.33
12.78,101.66
13.55,94.5
14.55,102.16
9.58,86.33
10.1,83
10.26,82.66
13.78,99.83
10.43,86.66
12.31,82.16
13.28,84.83
15.15,86
16.86,89.66
19.26,86.66
18.06,90.83
16.98,97.16
16.81,93.83
20.45,96.83
18.4,98.66
16.23,100.5
13.26,95.16
14.16,103.66
12.93,102
12.51,103.66
14.53,103
13.7,103.33
13.85,97.66
14.75,97.83
16.75,92.66
14.9,92.66
12.38,87.33
13.81,88
15.06,90.66
15.38,85.83
13.41,88.5
15.71,96.83
14.08,95.66
14.61,99.33
18.7,93.83
17.11,90.83
16.56,93.16
15.4,105.16
14.7,103.83
15.55,95.5
13.71,96.5
12.23,101.66
16.2,97.33
17.15,91.5
18.16,95.33
15.6,99
13.23,99.16
17.21,96.66
17.25,96.66
17.26,98
16.65,99.5
16.31,97.66
16.13,94
16.5,90.5
17.21,89.66
12.2,90.83
15.33,88.83
13.3,85.5
14.45,91.5
13.88,94.33
15.01,96
14.75,89.66
15.21,87.16
13.91,81.66
12.95,97.5
13.28,101
10.91,94.83
6.13,32.16
11.35,73.33
7.78,74.16
8.88,86.83
13.38,96.83
10.8,98.83
12.13,94.5
13.11,93.66
17.38,98.66
22.16,95.33
22.4,95.5
19.6,102.33
21.46,100.83
20.66,107.5
19.96,104.66
19.06,101
20.31,102
19.43,104.5
20.6,106.83
18.35,105.33
17.23,104.5
18.6,107.16
19.15,104
16.26,100.83
13.63,107.5
14.88,104
13.95,100.83
11.6,94.83
12.95,97.66
15.230983,100
17.23,103.33
17.23,101.5
16.16,108
19.4,109.66
19.88,106.33
19.91,102.16
22.85,101.33
24.08,101.16
21.23,102.66
19.63,105.83
16.21,106.5
12.8,108.66
12.21,106
8.61,111.33
7.25,100.66
7.75,104.5
9.26,99.66
9.38,104.66
8.01,102.66
8.1,114
6.01,105.66
7.8,94.83
8.13,101.16
9.7,92.83
11.28,92.33
11.9,94.83
10.95,92.83
15.46,89.66
15.51,98
12.86,102.66
11.83,100.83
15.36,110.83
19.13,100.33
18.06,104.5
15.18,102.66
15.81,102.16
12.9,104.33
12.66,112.83
13.05,101.16
13.26,101.33
16.75,101.66
20.15,99.83
21.13,103.5
21.9,101.16
22.2,101.66
21.16,98.5
18.43,105.33
18.06,105.33
18.36,105.16
17.11,105.66
16.46,107
15.81,105.5
14.3,101.33
13.36,96.33
13.18,100.5
13.11,96.33
16.1,101
20.26,105.33
20.43,105.66
22.06,105.66
22.68,104
24.46,98.66
20.6,103.33
18.9,99.5
20.65,99.83
19.81,97.5
20.26,98.66
22.56,95.33
21.51,95
23.7,92.83
22.7,95.83
20.83,92.66
21.25,89.83
20.16,84.66
18.68,80.33
21.41,83.16
20.6,84.83
20,89.16
20.75,90.66
22.08,88.33
23.28,93.33
22.11,92.66
24.55,93.16
24.76,90
26.63,92.83
26.21,94
26.41,101.16
27.25,101.66
26.41,101.33
26.16,96
24.45,97.83
26.23,96.33
25.31,96.5
27.18,100.16
25.43,95.5
25.7,98
23.71,97.33
23.25,93.66
24.66,94.66
27.86,95.66
30.38,96.33
27,97.83
27.35,96.16
27.16,99
30.1,97.16
29.2,96.5
28.06,99.16
28.5,101.33
29.5,102.16
27.76,94.66
25.06,95.66
27.4,94.66
25.01,93
22.81,94
24.51,98.83
26.11,99.83
25.63,98.5
26.51,101.5
26.56,100.16
25.28,98.66
24.5,95.83
24.96,97.5
27.31,95.83
28.5,93.83
29.51,96.33
28.21,99.16
29.06,99
29.36,100.66
28.73,101.66
28.25,101.16
28.2,100.66
29.43,98.83
29.58,99.5
28.78,100.5
28.5,99.5
27.2,101.16
28.08,99.83
27.9,103.16
29.06,106.83
28.31,106.66
26.1,102.5
26.91,101.16
27.1,103
27.38,105.66
26.33,100.83
27.45,104.83
28.26,105.33
29.05,103.83
28.85,103.16
29.15,103.66
28.85,101.83
28.16,99
27.93,101.5
28,100
26.7,102
26.21,102
25.76,103.33
24.1,103.66
24.43,103
24.15,104
24.51,104.16
24,103.16
25.48,104.66
26.13,103.66
23.86,99.83
23.51,101.66
22.83,101
23.66,101.5
24.51,100.66
24.55,103.33
25.15,104.16
24.01,100.16
24.36,101.83
25.08,101.5
24.41,100.83
23.68,101.33
24.53,100.83
24.36,101
25.23,99.16
26.56,97.66
24.06,100.83
21.98,105.33
22.93,103.5
22.08,105.83
21.68,105.33
21.86,106.5
20.05,105.83
20.96,105.66
21.11,105.16
21.11,105.5
23.15,106.66
24.65,102.66
23.53,104.16
22.53,101.33
21.98,101.83
22.35,103.5
23.15,106.16
23.78,102.83
23.05,102.5
23.1,103
20.93,105.33
20.51,103.83
23.06,104.66
22.9,105.16
23.28,104.66
22.71,103.16
20.66,106.5
20.23,108
19.18,107.16
19.66,105.33
21.13,103.33
20.85,104.16
22.43,104.66
22.05,102.33
22.95,101
22.9,101.5
23.05,101.83
23.66,100.5
23.36,102
21.76,100.5
21.7,101.5
21.61,104
22.13,101.33
22.01,103.16
21.71,103.5
21.68,105.33
21.58,105.83
19.51,107
19.93,107.83
19.63,108.16
18.78,104.83
18.13,106.16
18.53,104
18.76,103.66
19.91,102.33
21.03,101.33
20.4,98
20.85,101.33
20.31,100.66
20.98,99.5
18.41,100.33
19.21,101
21.5,101.66
19.45,101.16
18.98,97.83
22.95,100.83
23.86,100.16
23.48,100.66
23.81,100.5
25.03,98.16
24.3,97.66
23.23,99.16
22.71,99.83
21.31,100.5
19.51,99.5
17.08,102.5
19,98.16
18,95.83
20.26,93.33
20.21,97.83
20.95,99.66
20.36,97.5
21.43,101.5
22.61,104.66
22.65,103.16
21.2,105
20.16,102.66
21.65,103.33
21.9,102.83
21.88,102
24.26,106
22.35,106.66
22.45,106
22.26,106
21.83,105.66
21.43,107
21.05,107.66
22.9,106.5
20.41,99.16
19.08,100.33
20.75,99.33
19.11,101
18.41,95.66
16.1,91.83
20.56,97.16
21.117618,87.33
22.11,99.66
22.11,101.83
22.06,99.33
20.16,99.5
19.48,100.33
19.95,101.5
20.08,99.83
21.18,99
22.16,100.16
21.83,101
22.73,102.16
22.83,103.5
24.16,103.16
23.73,102.16
23.31,103.83
22.06,108.33
22.2,107.83
20.9,106.5
19.76,108.16
19.15,106.5
20.61,105.66
20.23,103.16
19.68,101.83
18.95,102.16
18,102.83
18.73,104.33
18.58,103.66
19.33,104.5
18.1,103
18.73,104.16
19.46,103.83
20.86,104.33
20.58,101.83
20.25,103.5
20.81,105.33
20.01,107.83
20.6,105.66
20.43,106
19.86,104.33
19.35,103.16
18.58,105.5
17.95,106.16
17.23,107.66
18.56,105.5
18.43,102.66
19.03,102.5
18.3,101.83
17.28,102.33
17.88,101.66
18.86,103.83
20.03,105
19.98,104.33
20.23,105.66
18.58,104
18.96,103.16
19.36,102.16
20.55,105.33
21.11,102
20.75,104.33
21.8,104.33
22.08,105.66
21.43,105.66
21.4,105.5
20.9,104
19.73,104
18.85,104.16
19.4,104.16
21.96,105.66
22.71,101.5
22.61,103
23.46,108
22.6,103.16
22.43,103.33
22.93,101.83
22.81,102.16
23.31,103.83
24.18,99.5
22.75,101.33
23.01,100.16
23.63,102.83
23.23,102
23.61,102.5
23.28,100.33
23.43,103.83
24.46,104.66
23.5,101.5
19.68,100.66
17.25,104.16
16.55,109.33
16.55,107.16
13.58,110.66
11.76,112.66
7.65,101.33
6.26,103.16
10.11,110.66
4.75902,103
4.05,74.66
4.05,178.89211
2.4,178.89211
2.91,124.815387
3.96,76.33
8.36,76.33
3.15,70.66
7.55,93.33
7.9,76.66
4.7,39.66
7.01,80.33
9.91,106.83
12.9,119.33
12.1,112.33
12.05,115.5
12.85,114.66
10.36,115.5
8.08,128
8.9,125
7.05,122.16
9.7,131
9.9,127.66
13.38,111.16
3.954604,161.238987
4.91,196.33
4.91,196.33
8.7,101.5
8.71,117.83
7.56,99.5
10.31,103.83
13.73,103
18,100.5
19.51,93.33
23.48,97.83
24.05,97.16
20.06,98.83
22.1,99
22.71,92.66
19.08,100.5
19.2,101.83
20.01,99.16
15.51,108.5
17.21,105
19.55,96
21.73,102.5
21.38,105
21.13,106.33
23.21,105
24.2,106.33
24.7,104.5
24.61,104.5
24.73,103.5
22.91,101.33
22.13,100.83
22.91,103.16
23.48,103.83
23.36,106.16
21.75,106.5
21.23,110.5
19.73,109.5
21.01,108
22.13,102.5
21.55,103.66
20.3,102
19.5,105
20.73,99.33
21.58,96
20,101.16
21.83,97.5
22.36,98.33
23.45,101
23.9,100.33
23.98,102.66
24.01,104
22.95,105.16
23.06,106
23.38,104
24.58,105
22.56,103.5
22.95,106
24.51,109
23.9,106.16
23.06,106
22.51,107
22.73,108
21.65,105.16
20.33,105.33
18.13,104.33
15.96,107.33
16.33,106
17.91,105.5
18,106
18.58,104.66
22.61,103.66
22.28,104.16
20.96,103.83
18.8,104.33
18.16,104.5
17.81,104
19.28,103.66
18.51,102.33
16.86,101.16
16.48,101.83
15.66,103
16.03,103.16
15.35,104.5
16.11,105.33
17.45,108.33
15.86,107.5
16.13,106.83
17.41,106.66
17.66,104.33
17.28,107.33
16.86,105.16
14.51,110.83
15,106.5
16.26,104.33
17.38,105
18.91,104
18.23,104.66
17.01,103.5
17.9,105.33
18.4,104.5
18.55,101.33
18.46,99.5
16.98,99.33
18.01,105.33
20.05,105.5
20.96,103.33
19.05,103.66
17.83,105.66
17.23,107
17.55,107.5
16.56,104
18.4,105.66
18.06,103.33
16.96,104.16
15.2,106.5
12.96,106.5
11.76,107.33
13.16,103.66
15.56,103.83
16.23,103.33
16.18,101.16
17.6,98
18.55,99.66
16.23,99.33
16.38,101.5
14.35,103.5
13.91,104.16
12.71,99
14.36,103
14.38,103
14.95,103.5
16.05,102.16
16.66,102.5
16.98,103.16
16.95,101.16
15.91,101.33
15.46,100.5
13.83,103
13.73,105.16
13.78,106.5
14.2,106
15.61,98
19.61,96
16.91,92.66
18.86,99.33
15.6,96.33
13.26,95.5
16.58,100.5
17.51,100
16.5,100.33
14.98,100.33
15.9,98.5
17.2,96.66
17.05,96.5
17.43,97.5
17.21,99.5
16.05,103
19.28,104.5
18.88,103.5
17.48,101.66
15.18,112.66
14.51,112.5
11.55,109
12.86,116.5
10.95,111
14.7,104.33
16.75,105.33
17.48,99.83
16.65,103.66
18.36,106.66
21.98,104.83
20.68,99.16
18.63,94.83
20.71,94.5
22,95.5
18.8,92.66
19.36,99.5
21.9,98.83
20.45,92.83
21.21,96.33
22.3,98.66
23.53,95.66
24.8,95.16
24.18,91.5
21.71,95
19.76,93.66
18.15,96.16
18.48,102.16
18.26,98.66
17.46,101.16
20.1,102.33
21.3,102.33
22.6,100
25.35,97.33
24.76,97.33
21,97.33
20.55,95.66
16.53,90
16.9,91.5
19.43,92.83
19.13,90.5
17.73,96.83
19.86,97.5
18.63,96.5
23.33,98.83
22.18,103.33
20.31,97.16
19.45,98.16
18.21,102.83
16.85,109
17.1,104.16
14,107.66
16.16,107.66
17.03,99.33
18.61,90.33
17.03,89.83
6.323699,91.5
5.37692,94.5
6.076226,54.66
12.822674,77.66
4.271785,160.821534
3.865318,152.16
10.566539,152.16
12.55,94
12.55,92
12.66,80
21.117618,87.33
20.65,93
20.65,92.83
19.51,94.16
20.91,95.66
18.78,98
18.81,97.66
13.61,101.33
12.93,102.83
11.58,109.16
10.81,107
11.98,104
10.98,98.5
12.13,95.5
12.31,100.33
9.3,103.16
10.8,109.66
9.9,107
8.9,103
10.41,101.5
12.3,104.66
12.4,102.5
12.41,97.16
13.9,98.5
15.75,94.83
15.95,96.66
16.11,99.66
18.96,101.16
20.16,89.5
18.85,89.83
18.96,96.66
17.13,97
16.5,100
16.53,102.83
14.65,95.33
15.98,102.16
16.08,102.5
15.13,95.5
12.8,94.33
9.6,82.83
8.78,77.5
7.68,85.33
10.98,85.66
12.48,97.16
9.05,80
10.58,89.5
12.4,97.33
12.45,98
14.48,105.66
18,105.66
20.6,104
20.95,103.33
20.71,100.33
20.18,101.5
19.48,100.83
17.95,102
16.61,98.83
14.15,107.33
15.76,106.83
15.68,98.16
14.7,95.66
13.61,99.16
12.38,93.66
15.8,101.33
13.36,83.5
12.48,83.33
5.233708,54.66
6.477532,63.66
21.117618,91.66
19.5,96
19.5,96.33
22.28,99.5
23.55,98
24.85,99.5
24.55,98.16
24.01,99.66
23,99
21.7,101.5
18.33,104.33
16.2,103.66
16.61,102.5
18.53,100
19.15,103
21.4,98
21.65,98.16
22.51,103.66
21.117618,97.66
19.08,99.66
19.08,101.33
20.93,101.83
21.65,98.16
21.88,99.16
23.2,100.5
22.83,100.33
21.8,97.66
20.48,99.5
20.45,100.16
20.31,100.5
18.83,97.83
20.18,94.5
18.55,92.83
16.81,100.66
16.95,106.33
14.01,110.66
13.13,113.33
11.31,120.66
10.96,118.5
13.06,111
13.818784,108.66
13.818784,100.33
10.070135,105
10.86,89
10.86,80.5
15.11,96
16.78,102.33
12.15,106.33
10.53,100
8.96,88.83
5.96,86
6.76,86
9.11,84.83
12.03,105.5
15.05,116.16
13.56,112
14.68,106.16
14.16,109.33
14.88,107.33
15.46,106.33
13.51,112.16
11.18,118.16
12.01,113.83
10.7,108.66
9.03,105.16
7.13,106.16
6.46,106.33
3.98,161.66
3.65,232.066616
2.93,216
1.9,216
3.03,143.66
4.41,96.66
5.7,65.5
5.86,55.83
9.3,87.16
3.979382,98.5
5.330136,159.66
15.230983,98.16
18.08,100.5
18.08,96
17.8,104.83
16.86,105.66
15.38,112.5
14.71,114.33
14.06,111.5
15.18,109.83
12.85,78.33
15.230983,124.5
18.51,93.66
18.51,98.33
17.53,98.5
17.53,99.33
19.65,101.5
17.96,97
14.15,97
13.61,95.5
12.36,96.16
8.43,95.5
6.76,170.5
15.135456,108.858537
16.23,101.33
16.23,101.33
16.4,101.5
17.95,102.83
18.05,106.66
17.78,100
18.83,93.83
17.51,96.66
16.36,92.33
17.76,87.66
19.51,91.83
20.76,92.83
18.95,91
17.9,87.83
14.71,97.83
11.86,94.83
16.23,87.16
7.381058,82
6.96,73.16
6.96,83.66
7.83,169.5
21.117618,125
19.21,84.83
19.21,86.5
20.56,89
23.51,89
22.4,94.66
20.1,95.16
22.75,96.5
19.98,101.83
18.88,99.33
19.43,96.16
16.9,92.83
15.61,96.16
16.63,97.16
7.381058,85
7.58,58.5
7.58,158.16
12.61,74.83
17.16,91.5
18.13,89.33
21.18,97.5
24.51,100.83
24.23,102.83
23.45,100.33
24.81,102.5
24.15,102.5
22.9,102.33
22.88,103.33
20.5,103
20.88,101.83
22.2,102
22.21,102.16
22.6,100.5
19.73,104.83
17.66,105.66
17.06,105.33
17,103.33
18.95,103.33
20.03,103.16
21.61,104.66
22.08,102.66
22.35,105.16
21.18,104.5
20.2,101.33
20.21,101.83
21.01,100.33
20.18,99.33
21.38,97.16
22.43,98
23.6,99
23.05,101
22.06,100
22.56,101.5
22.86,101.83
22.13,100.5
21.33,102
21.63,100
21.73,101.33
22.7,102
23.91,98.83
23.53,98.66
25.78,98.33
26.5,99.33
27.05,98.66
27.06,98.83
27.81,101.33
27.45,100.33
27.38,97.16
26.76,99
26.36,99.33
26.98,96.5
27.06,94.33
28,92.33
28.5,95.83
27.73,97.66
28.66,99.16
29.4,99.16
